apm,apm_variance,error_rate,action_gap_mean,apm_vs_baseline,replay_id,player_id,window_idx,match_pct
566.0,303.5,0.3277,0.1057,0.0983,rep_00296,rep_00296_p1,5,0.642
581.5,396.6875,0.3044,0.1032,0.1284,rep_00296,rep_00296_p1,6,0.771
396.5,314.1875,0.2383,0.1515,0.0853,rep_00296,rep_00296_p0,0,0.0
334.0,519.5,0.3578,0.1795,-0.0858,rep_00296,rep_00296_p0,1,0.128
351.5,108.6875,0.3286,0.1709,-0.0379,rep_00296,rep_00296_p0,2,0.257
436.5,1263.1875,0.2257,0.1375,0.1948,rep_00296,rep_00296_p0,3,0.385
439.0,384.75,0.2768,0.1359,0.2016,rep_00296,rep_00296_p0,4,0.514
526.0,5255.5,0.2538,0.114,0.4398,rep_00296,rep_00296_p0,5,0.642
581.0,42.25,0.2478,0.1032,0.5903,rep_00296,rep_00296_p0,6,0.771
553.0,2314.25,0.377,0.1084,0.0184,rep_00313,rep_00313_p1,0,0.0
509.5,712.1875,0.2051,0.1174,-0.0617,rep_00313,rep_00313_p1,1,0.086
538.5,519.1875,0.1792,0.1112,-0.0083,rep_00313,rep_00313_p1,2,0.171
634.5,511.1875,0.1686,0.0946,0.1685,rep_00313,rep_00313_p1,3,0.257
669.0,407.25,0.2235,0.0895,0.232,rep_00313,rep_00313_p1,4,0.342
693.0,1253.25,0.1919,0.0865,0.2762,rep_00313,rep_00313_p1,5,0.428
692.5,1751.1875,0.1942,0.0862,0.2753,rep_00313,rep_00313_p1,6,0.514
654.5,323.6875,0.1994,0.0916,0.2053,rep_00313,rep_00313_p1,7,0.599
712.5,3252.1875,0.1523,0.0839,0.3122,rep_00313,rep_00313_p1,8,0.685
621.5,1535.1875,0.2116,0.0964,0.1446,rep_00313,rep_00313_p1,9,0.771
722.0,732.5,0.2756,0.0829,0.3297,rep_00313,rep_00313_p1,10,0.856
678.0,3246.5,0.1726,0.0884,0.0539,rep_00313,rep_00313_p0,0,0.0
519.5,1342.1875,0.3041,0.1152,-0.1925,rep_00313,rep_00313_p0,1,0.086
425.0,353.25,0.4059,0.1397,-0.3394,rep_00313,rep_00313_p0,2,0.171
436.0,215.5,0.375,0.1377,-0.3223,rep_00313,rep_00313_p0,3,0.257
456.0,402.0,0.3925,0.1311,-0.2912,rep_00313,rep_00313_p0,4,0.342
418.5,736.1875,0.4146,0.1433,-0.3495,rep_00313,rep_00313_p0,5,0.428
429.5,25.6875,0.4005,0.1398,-0.3324,rep_00313,rep_00313_p0,6,0.514
440.5,523.6875,0.437,0.1363,-0.3153,rep_00313,rep_00313_p0,7,0.599
362.0,219.5,0.4503,0.1655,-0.4373,rep_00313,rep_00313_p0,8,0.685
390.5,244.6875,0.4443,0.1536,-0.393,rep_00313,rep_00313_p0,9,0.771
429.0,589.25,0.5186,0.1396,-0.3332,rep_00313,rep_00313_p0,10,0.856
412.0,1808.5,0.0752,0.1457,-0.0858,rep_00314,rep_00314_p0,0,0.0
512.5,64.6875,0.1707,0.1171,0.1372,rep_00314,rep_00314_p0,1,0.088
499.5,1210.6875,0.1512,0.1201,0.1084,rep_00314,rep_00314_p0,2,0.177
608.0,1261.5,0.1464,0.0984,0.3491,rep_00314,rep_00314_p0,3,0.265
692.0,1682.0,0.1301,0.0864,0.5355,rep_00314,rep_00314_p0,4,0.353
726.0,6457.0,0.1915,0.0825,0.6109,rep_00314,rep_00314_p0,5,0.441
615.0,4384.25,0.222,0.0974,0.3646,rep_00314,rep_00314_p0,6,0.53
707.5,1307.1875,0.1746,0.0845,0.5699,rep_00314,rep_00314_p0,7,0.618
654.0,1086.5,0.2087,0.0915,0.4512,rep_00314,rep_00314_p0,8,0.706
552.0,3790.5,0.1649,0.1085,0.2249,rep_00314,rep_00314_p0,9,0.795
746.5,4426.1875,0.1788,0.0804,0.6564,rep_00314,rep_00314_p0,10,0.883
613.0,142.25,0.2732,0.0979,0.0581,rep_00314,rep_00314_p1,0,0.0
512.5,863.1875,0.318,0.1169,-0.1154,rep_00314,rep_00314_p1,1,0.088
522.0,987.0,0.3688,0.115,-0.099,rep_00314,rep_00314_p1,2,0.177
519.0,650.25,0.3671,0.1155,-0.1041,rep_00314,rep_00314_p1,3,0.265
503.0,112.75,0.33,0.1193,-0.1318,rep_00314,rep_00314_p1,4,0.353
490.5,168.1875,0.4292,0.1222,-0.1533,rep_00314,rep_00314_p1,5,0.441
504.5,582.6875,0.3944,0.1187,-0.1292,rep_00314,rep_00314_p1,6,0.53
531.0,1238.25,0.3908,0.113,-0.0834,rep_00314,rep_00314_p1,7,0.618
502.5,753.1875,0.4219,0.1194,-0.1326,rep_00314,rep_00314_p1,8,0.706
475.0,580.25,0.4242,0.126,-0.1801,rep_00314,rep_00314_p1,9,0.795
519.0,463.25,0.4316,0.1149,-0.1041,rep_00314,rep_00314_p1,10,0.883
601.5,688.6875,0.1554,0.0998,-0.0235,rep_00325,rep_00325_p0,0,0.0
627.5,203.1875,0.2606,0.0956,0.0187,rep_00325,rep_00325_p0,1,0.118
611.5,113.1875,0.2788,0.0981,-0.0073,rep_00325,rep_00325_p0,2,0.235
565.0,1838.75,0.2664,0.1059,-0.0828,rep_00325,rep_00325_p0,3,0.353
495.0,947.25,0.3263,0.1212,-0.1964,rep_00325,rep_00325_p0,4,0.47
492.0,591.5,0.31,0.122,-0.2013,rep_00325,rep_00325_p0,5,0.588
467.5,36.1875,0.3305,0.1282,-0.2411,rep_00325,rep_00325_p0,6,0.706
528.5,138.6875,0.404,0.1134,-0.142,rep_00325,rep_00325_p0,7,0.823
390.0,116.5,0.3115,0.1536,-0.0418,rep_00325,rep_00325_p1,0,0.0
472.0,841.5,0.2934,0.125,0.1597,rep_00325,rep_00325_p1,1,0.118
511.0,757.25,0.2378,0.1175,0.2555,rep_00325,rep_00325_p1,2,0.235
488.0,519.5,0.2592,0.123,0.199,rep_00325,rep_00325_p1,3,0.353
535.0,1460.25,0.2617,0.112,0.3145,rep_00325,rep_00325_p1,4,0.47
484.5,548.1875,0.3106,0.1237,0.1904,rep_00325,rep_00325_p1,5,0.588
467.5,1184.6875,0.3219,0.1282,0.1486,rep_00325,rep_00325_p1,6,0.706
516.5,470.1875,0.334,0.116,0.269,rep_00325,rep_00325_p1,7,0.823
539.5,1449.6875,0.2224,0.1113,0.0173,rep_00333,rep_00333_p1,0,0.0
480.0,368.5,0.2375,0.124,-0.0949,rep_00333,rep_00333_p1,1,0.109
550.0,1400.0,0.2882,0.109,0.0371,rep_00333,rep_00333_p1,2,0.217
673.0,802.75,0.2801,0.089,0.269,rep_00333,rep_00333_p1,3,0.326
617.5,756.1875,0.332,0.0968,0.1644,rep_00333,rep_00333_p1,4,0.435
659.0,3198.75,0.258,0.0909,0.2426,rep_00333,rep_00333_p1,5,0.543
738.0,1275.0,0.2493,0.0813,0.3916,rep_00333,rep_00333_p1,6,0.652
743.0,154.25,0.249,0.0807,0.401,rep_00333,rep_00333_p1,7,0.76
792.0,1333.5,0.2569,0.0756,0.4934,rep_00333,rep_00333_p1,8,0.869
569.0,219.25,0.1344,0.1055,0.0203,rep_00333,rep_00333_p0,0,0.0
550.0,573.5,0.2009,0.1091,-0.0137,rep_00333,rep_00333_p0,1,0.109
559.0,1725.25,0.1843,0.1072,0.0024,rep_00333,rep_00333_p0,2,0.217
551.0,1601.25,0.2241,0.1084,-0.012,rep_00333,rep_00333_p0,3,0.326
493.5,66.6875,0.2067,0.1216,-0.1151,rep_00333,rep_00333_p0,4,0.435
502.5,806.6875,0.2398,0.1195,-0.0989,rep_00333,rep_00333_p0,5,0.543
537.5,949.1875,0.2009,0.1116,-0.0362,rep_00333,rep_00333_p0,6,0.652
569.0,73.25,0.2056,0.1055,0.0203,rep_00333,rep_00333_p0,7,0.76
605.5,796.1875,0.1817,0.0991,0.0858,rep_00333,rep_00333_p0,8,0.869
381.5,2868.1875,0.0577,0.1574,-0.0284,rep_00337,rep_00337_p0,0,0.0
405.5,388.6875,0.1566,0.1479,0.0327,rep_00337,rep_00337_p0,1,0.129
519.5,213.6875,0.1213,0.1154,0.323,rep_00337,rep_00337_p0,2,0.258
523.0,410.25,0.1893,0.1144,0.3319,rep_00337,rep_00337_p0,3,0.386
613.5,36.6875,0.1467,0.0976,0.5624,rep_00337,rep_00337_p0,4,0.515
456.0,777.5,0.1689,0.1316,0.1613,rep_00337,rep_00337_p0,5,0.644
438.0,584.0,0.2009,0.1369,0.1154,rep_00337,rep_00337_p0,6,0.773
457.5,94.1875,0.3399,0.1312,-0.0119,rep_00337,rep_00337_p1,0,0.0
464.5,807.1875,0.3445,0.1279,0.0032,rep_00337,rep_00337_p1,1,0.129
408.0,522.5,0.2929,0.1469,-0.1188,rep_00337,rep_00337_p1,2,0.258
468.5,485.1875,0.3127,0.1275,0.0119,rep_00337,rep_00337_p1,3,0.386
465.5,33.6875,0.3287,0.1282,0.0054,rep_00337,rep_00337_p1,4,0.515
390.0,816.5,0.3295,0.1534,-0.1577,rep_00337,rep_00337_p1,5,0.644
452.5,2410.6875,0.3359,0.132,-0.0227,rep_00337,rep_00337_p1,6,0.773
597.5,840.6875,0.4603,0.1004,0.0093,rep_00341,rep_00341_p4,0,0.0
594.0,573.5,0.2879,0.1009,0.0034,rep_00341,rep_00341_p4,1,0.118
694.5,98.6875,0.2181,0.0862,0.1731,rep_00341,rep_00341_p4,2,0.236
688.0,428.5,0.2166,0.0872,0.1622,rep_00341,rep_00341_p4,3,0.354
823.5,681.1875,0.1603,0.0728,0.391,rep_00341,rep_00341_p4,4,0.472
935.0,760.25,0.1663,0.0642,0.5794,rep_00341,rep_00341_p4,5,0.59
767.0,2060.75,0.2366,0.0782,0.2956,rep_00341,rep_00341_p4,6,0.708
811.5,3701.1875,0.1768,0.0739,0.3708,rep_00341,rep_00341_p4,7,0.826
442.5,10099.1875,0.9989,0.1356,-0.1079,rep_00341,rep_00341_p9,0,0.0
582.0,6626.5,1.0,0.1031,0.1734,rep_00341,rep_00341_p9,1,0.118
658.0,795.5,1.0,0.0912,0.3266,rep_00341,rep_00341_p9,2,0.236
712.0,664.0,0.9986,0.0843,0.4355,rep_00341,rep_00341_p9,3,0.354
580.0,3985.5,1.0,0.1034,0.1694,rep_00341,rep_00341_p9,4,0.472
750.0,3498.5,1.0,0.08,0.5121,rep_00341,rep_00341_p9,5,0.59
639.0,1283.25,1.0,0.0939,0.2883,rep_00341,rep_00341_p9,6,0.708
726.5,1392.1875,1.0,0.0826,0.4647,rep_00341,rep_00341_p9,7,0.826
474.0,886.5,0.2004,0.1267,0.0464,rep_00351,rep_00351_p6,0,0.0
454.5,568.6875,0.242,0.1321,0.0033,rep_00351,rep_00351_p6,1,0.092
504.5,1606.6875,0.2289,0.119,0.1137,rep_00351,rep_00351_p6,2,0.184
553.5,606.1875,0.2313,0.1082,0.2219,rep_00351,rep_00351_p6,3,0.276
781.5,249.6875,0.2386,0.0766,0.7252,rep_00351,rep_00351_p6,4,0.369
688.5,352.6875,0.2832,0.0872,0.5199,rep_00351,rep_00351_p6,5,0.461
594.0,728.5,0.2551,0.101,0.3113,rep_00351,rep_00351_p6,6,0.553
605.5,2291.1875,0.2857,0.0991,0.3366,rep_00351,rep_00351_p6,7,0.645
560.0,1201.5,0.2804,0.1071,0.2362,rep_00351,rep_00351_p6,8,0.737
518.0,169.5,0.2683,0.1157,0.1435,rep_00351,rep_00351_p6,9,0.829
348.5,633.1875,0.1679,0.1723,-0.0573,rep_00351,rep_00351_p0,0,0.0
407.5,62.6875,0.2258,0.147,0.1023,rep_00351,rep_00351_p0,1,0.092
470.0,985.5,0.2787,0.1277,0.2714,rep_00351,rep_00351_p0,2,0.184
453.5,654.1875,0.3219,0.1322,0.2268,rep_00351,rep_00351_p0,3,0.276
502.0,27.0,0.3008,0.1192,0.358,rep_00351,rep_00351_p0,4,0.369
512.5,465.1875,0.3102,0.1171,0.3864,rep_00351,rep_00351_p0,5,0.461
483.5,650.1875,0.3433,0.1239,0.3079,rep_00351,rep_00351_p0,6,0.553
513.5,1662.6875,0.3875,0.1168,0.3891,rep_00351,rep_00351_p0,7,0.645
601.0,1015.25,0.2779,0.0998,0.6258,rep_00351,rep_00351_p0,8,0.737
508.0,2498.5,0.2982,0.1177,0.3742,rep_00351,rep_00351_p0,9,0.829
330.0,431.5,0.2606,0.1818,-0.0379,rep_00354,rep_00354_p1,0,0.0
301.0,1419.25,0.2558,0.1981,-0.1224,rep_00354,rep_00354_p1,1,0.127
287.5,547.1875,0.3409,0.2064,-0.1618,rep_00354,rep_00354_p1,2,0.254
439.5,1764.6875,0.2344,0.1364,0.2813,rep_00354,rep_00354_p1,3,0.382
528.0,513.0,0.2301,0.1137,0.5394,rep_00354,rep_00354_p1,4,0.509
408.5,1116.1875,0.2791,0.1469,0.191,rep_00354,rep_00354_p1,5,0.636
438.5,1400.1875,0.2908,0.1367,0.2784,rep_00354,rep_00354_p1,6,0.763
394.5,367.6875,0.2864,0.1522,0.1009,rep_00354,rep_00354_p0,0,0.0
277.5,60.1875,0.2577,0.2156,-0.2256,rep_00354,rep_00354_p0,1,0.127
375.5,1828.1875,0.2144,0.1593,0.0479,rep_00354,rep_00354_p0,2,0.254
344.5,145.6875,0.2743,0.1743,-0.0386,rep_00354,rep_00354_p0,3,0.382
330.5,268.6875,0.2648,0.1815,-0.0777,rep_00354,rep_00354_p0,4,0.509
341.0,476.25,0.2947,0.1758,-0.0484,rep_00354,rep_00354_p0,5,0.636
365.5,203.1875,0.2791,0.1643,0.02,rep_00354,rep_00354_p0,6,0.763
482.5,743.6875,0.257,0.1242,0.0017,rep_00356,rep_00356_p3,0,0.0
479.5,315.6875,0.1502,0.122,-0.0045,rep_00356,rep_00356_p3,1,0.13
483.0,205.25,0.1791,0.1241,0.0028,rep_00356,rep_00356_p3,2,0.26
590.5,2233.1875,0.1931,0.1016,0.226,rep_00356,rep_00356_p3,3,0.391
635.5,2912.6875,0.1904,0.0943,0.3194,rep_00356,rep_00356_p3,4,0.521
645.0,1226.25,0.2016,0.093,0.3391,rep_00356,rep_00356_p3,5,0.651
721.0,783.25,0.206,0.0831,0.4969,rep_00356,rep_00356_p3,6,0.781
536.5,104.6875,0.4315,0.1119,0.0485,rep_00356,rep_00356_p0,0,0.0
512.5,945.6875,0.2527,0.1171,0.0016,rep_00356,rep_00356_p0,1,0.13
501.0,121.25,0.2555,0.1195,-0.0208,rep_00356,rep_00356_p0,2,0.26
498.5,232.1875,0.32,0.1197,-0.0257,rep_00356,rep_00356_p0,3,0.391
479.0,298.25,0.2495,0.1253,-0.0638,rep_00356,rep_00356_p0,4,0.521
506.5,200.1875,0.306,0.1185,-0.0101,rep_00356,rep_00356_p0,5,0.651
553.5,126.1875,0.3071,0.1084,0.0818,rep_00356,rep_00356_p0,6,0.781
611.0,901.25,0.4321,0.0981,0.0292,rep_00365,rep_00365_p0,0,0.0
591.5,699.6875,0.2088,0.1009,-0.0036,rep_00365,rep_00365_p0,1,0.11
578.0,773.0,0.2699,0.1036,-0.0264,rep_00365,rep_00365_p0,2,0.22
611.5,411.1875,0.2486,0.098,0.03,rep_00365,rep_00365_p0,3,0.33
757.5,832.6875,0.1756,0.0792,0.276,rep_00365,rep_00365_p0,4,0.44
887.5,737.1875,0.1887,0.0676,0.4949,rep_00365,rep_00365_p0,5,0.55
802.5,1225.1875,0.2218,0.0748,0.3518,rep_00365,rep_00365_p0,6,0.659
919.0,285.25,0.2225,0.0653,0.548,rep_00365,rep_00365_p0,7,0.769
939.0,291.25,0.2178,0.0638,0.5817,rep_00365,rep_00365_p0,8,0.879
353.5,401.1875,0.2277,0.1697,-0.1523,rep_00365,rep_00365_p1,0,0.0
526.0,853.0,0.2329,0.114,0.2614,rep_00365,rep_00365_p1,1,0.11
412.5,277.6875,0.3103,0.1454,-0.0108,rep_00365,rep_00365_p1,2,0.22
372.0,576.5,0.293,0.156,-0.1079,rep_00365,rep_00365_p1,3,0.33
445.5,1239.1875,0.2851,0.1347,0.0683,rep_00365,rep_00365_p1,4,0.44
468.5,84.1875,0.2391,0.1276,0.1235,rep_00365,rep_00365_p1,5,0.55
436.5,1569.6875,0.2761,0.1375,0.0468,rep_00365,rep_00365_p1,6,0.659
477.5,968.1875,0.3236,0.1257,0.1451,rep_00365,rep_00365_p1,7,0.769
427.5,1598.1875,0.3111,0.14,0.0252,rep_00365,rep_00365_p1,8,0.879
442.5,396.1875,0.2994,0.1357,-0.0592,rep_00367,rep_00367_p1,0,0.0
530.0,614.0,0.183,0.1132,0.1269,rep_00367,rep_00367_p1,1,0.105
457.0,143.25,0.256,0.1314,-0.0283,rep_00367,rep_00367_p1,2,0.21
457.0,312.75,0.3009,0.1309,-0.0283,rep_00367,rep_00367_p1,3,0.316
485.0,235.25,0.2392,0.1237,0.0312,rep_00367,rep_00367_p1,4,0.421
454.5,194.6875,0.2629,0.1321,-0.0337,rep_00367,rep_00367_p1,5,0.526
470.5,651.1875,0.1966,0.1271,0.0004,rep_00367,rep_00367_p1,6,0.631
478.5,623.1875,0.3542,0.1254,0.0174,rep_00367,rep_00367_p1,7,0.736
500.5,231.1875,0.2647,0.1192,0.0641,rep_00367,rep_00367_p1,8,0.842
352.5,270.6875,0.3631,0.1702,0.0071,rep_00367,rep_00367_p0,0,0.0
351.0,340.25,0.3333,0.1698,0.0029,rep_00367,rep_00367_p0,1,0.105
297.5,132.1875,0.4655,0.2019,-0.15,rep_00367,rep_00367_p0,2,0.21
317.0,894.25,0.347,0.188,-0.0943,rep_00367,rep_00367_p0,3,0.316
415.0,134.75,0.2181,0.1442,0.1857,rep_00367,rep_00367_p0,4,0.421
375.0,926.75,0.316,0.16,0.0714,rep_00367,rep_00367_p0,5,0.526
429.5,423.1875,0.2841,0.1397,0.2271,rep_00367,rep_00367_p0,6,0.631
409.5,191.1875,0.3028,0.1461,0.17,rep_00367,rep_00367_p0,7,0.736
381.5,63.1875,0.3263,0.157,0.09,rep_00367,rep_00367_p0,8,0.842
412.0,1048.5,0.1966,0.1457,-0.0952,rep_00374,rep_00374_p0,0,0.0
485.0,880.25,0.2546,0.1237,0.0652,rep_00374,rep_00374_p0,1,0.097
444.5,601.1875,0.2846,0.1347,-0.0238,rep_00374,rep_00374_p0,2,0.195
446.0,264.0,0.2971,0.1341,-0.0205,rep_00374,rep_00374_p0,3,0.292
429.0,170.25,0.2949,0.1395,-0.0578,rep_00374,rep_00374_p0,4,0.39
450.5,354.6875,0.3041,0.1331,-0.0106,rep_00374,rep_00374_p0,5,0.487
504.0,409.5,0.3492,0.1189,0.1069,rep_00374,rep_00374_p0,6,0.585
498.0,222.0,0.3544,0.1202,0.0937,rep_00374,rep_00374_p0,7,0.682
482.0,2306.5,0.334,0.1244,0.0586,rep_00374,rep_00374_p0,8,0.78
551.0,1523.25,0.3984,0.1088,0.2101,rep_00374,rep_00374_p0,9,0.877
454.5,383.6875,0.2079,0.1321,0.0283,rep_00374,rep_00374_p1,0,0.0
429.0,169.25,0.2354,0.1397,-0.0294,rep_00374,rep_00374_p1,1,0.097
414.0,486.5,0.1981,0.1447,-0.0633,rep_00374,rep_00374_p1,2,0.195
442.0,261.5,0.2387,0.1355,0.0,rep_00374,rep_00374_p1,3,0.292
413.5,323.1875,0.2842,0.1447,-0.0645,rep_00374,rep_00374_p1,4,0.39
408.5,210.6875,0.3354,0.1468,-0.0758,rep_00374,rep_00374_p1,5,0.487
445.0,49.25,0.3247,0.1349,0.0068,rep_00374,rep_00374_p1,6,0.585
478.5,631.6875,0.2989,0.1249,0.0826,rep_00374,rep_00374_p1,7,0.682
500.0,471.5,0.318,0.1195,0.1312,rep_00374,rep_00374_p1,8,0.78
479.0,98.75,0.2818,0.1251,0.0837,rep_00374,rep_00374_p1,9,0.877
365.5,135.6875,0.264,0.1641,-0.0348,rep_00384,rep_00384_p0,0,0.0
344.5,2630.1875,0.3208,0.1728,-0.0902,rep_00384,rep_00384_p0,1,0.081
343.0,598.25,0.3921,0.175,-0.0942,rep_00384,rep_00384_p0,2,0.163
380.0,181.5,0.3237,0.1575,0.0035,rep_00384,rep_00384_p0,3,0.244
347.0,206.25,0.353,0.173,-0.0836,rep_00384,rep_00384_p0,4,0.325
343.0,1423.25,0.3222,0.1745,-0.0942,rep_00384,rep_00384_p0,5,0.406
390.0,586.5,0.3141,0.1538,0.0299,rep_00384,rep_00384_p0,6,0.488
415.5,321.6875,0.3285,0.1442,0.0973,rep_00384,rep_00384_p0,7,0.569
445.5,285.6875,0.2458,0.1346,0.1765,rep_00384,rep_00384_p0,8,0.65
352.0,260.0,0.3381,0.1696,-0.0704,rep_00384,rep_00384_p0,9,0.731
525.5,2739.1875,0.2702,0.114,0.3878,rep_00384,rep_00384_p0,10,0.813
447.0,1551.25,0.2617,0.1341,0.1805,rep_00384,rep_00384_p0,11,0.894
326.5,185.1875,0.3583,0.1836,0.0578,rep_00384,rep_00384_p1,0,0.0
271.0,560.25,0.31,0.2212,-0.122,rep_00384,rep_00384_p1,1,0.081
284.0,179.5,0.3838,0.2102,-0.0799,rep_00384,rep_00384_p1,2,0.163
306.5,90.6875,0.3426,0.1951,-0.007,rep_00384,rep_00384_p1,3,0.244
335.0,410.25,0.3463,0.177,0.0853,rep_00384,rep_00384_p1,4,0.325
359.0,1066.25,0.337,0.1662,0.1631,rep_00384,rep_00384_p1,5,0.406
384.0,348.5,0.1953,0.1558,0.2441,rep_00384,rep_00384_p1,6,0.488
438.5,1511.6875,0.26,0.1369,0.4206,rep_00384,rep_00384_p1,7,0.569
393.0,337.25,0.2786,0.1527,0.2732,rep_00384,rep_00384_p1,8,0.65
423.0,26.75,0.2908,0.1417,0.3704,rep_00384,rep_00384_p1,9,0.731
435.5,1173.6875,0.3272,0.1377,0.4109,rep_00384,rep_00384_p1,10,0.813
431.5,388.6875,0.248,0.1382,0.3979,rep_00384,rep_00384_p1,11,0.894
463.5,2523.6875,0.2406,0.1292,0.0091,rep_00401,rep_00401_p0,0,0.0
469.5,491.6875,0.2588,0.1273,0.0221,rep_00401,rep_00401_p0,1,0.121
504.5,800.1875,0.2408,0.1188,0.0983,rep_00401,rep_00401_p0,2,0.242
518.0,841.5,0.2181,0.1159,0.1277,rep_00401,rep_00401_p0,3,0.363
570.5,524.1875,0.184,0.1047,0.242,rep_00401,rep_00401_p0,4,0.484
658.5,1640.6875,0.167,0.0909,0.4336,rep_00401,rep_00401_p0,5,0.605
645.0,672.75,0.1581,0.093,0.4042,rep_00401,rep_00401_p0,6,0.726
632.0,1773.5,0.2002,0.095,0.3759,rep_00401,rep_00401_p0,7,0.846
522.5,1416.1875,0.1455,0.1149,-0.0067,rep_00401,rep_00401_p3,0,0.0
491.5,1536.1875,0.2726,0.1218,-0.0656,rep_00401,rep_00401_p3,1,0.121
470.0,341.5,0.2957,0.1267,-0.1065,rep_00401,rep_00401_p3,2,0.242
441.0,464.75,0.2143,0.1356,-0.1616,rep_00401,rep_00401_p3,3,0.363
479.0,1136.25,0.2244,0.1251,-0.0894,rep_00401,rep_00401_p3,4,0.484
520.5,546.1875,0.195,0.1152,-0.0105,rep_00401,rep_00401_p3,5,0.605
484.0,232.5,0.2417,0.1239,-0.0798,rep_00401,rep_00401_p3,6,0.726
483.5,289.6875,0.3123,0.1241,-0.0808,rep_00401,rep_00401_p3,7,0.846
549.0,275.25,0.2541,0.1093,0.0497,rep_00406,rep_00406_p1,0,0.0
491.0,172.25,0.2006,0.1221,-0.0612,rep_00406,rep_00406_p1,1,0.111
511.0,307.25,0.2025,0.1175,-0.0229,rep_00406,rep_00406_p1,2,0.222
482.5,1505.1875,0.1876,0.1242,-0.0774,rep_00406,rep_00406_p1,3,0.334
606.5,2056.1875,0.1904,0.0989,0.1597,rep_00406,rep_00406_p1,4,0.445
632.0,3974.0,0.1954,0.0948,0.2084,rep_00406,rep_00406_p1,5,0.556
666.0,1015.5,0.2177,0.0901,0.2734,rep_00406,rep_00406_p1,6,0.667
713.5,1959.6875,0.1689,0.084,0.3642,rep_00406,rep_00406_p1,7,0.779
524.5,243.1875,0.4242,0.1144,0.0218,rep_00406,rep_00406_p0,0,0.0
520.5,288.1875,0.269,0.1152,0.014,rep_00406,rep_00406_p0,1,0.111
493.5,256.6875,0.2634,0.1211,-0.0386,rep_00406,rep_00406_p0,2,0.222
493.5,350.6875,0.307,0.1215,-0.0386,rep_00406,rep_00406_p0,3,0.334
495.5,546.6875,0.2775,0.1209,-0.0347,rep_00406,rep_00406_p0,4,0.445
510.0,411.5,0.2529,0.1177,-0.0065,rep_00406,rep_00406_p0,5,0.556
548.5,177.6875,0.2361,0.1094,0.0685,rep_00406,rep_00406_p0,6,0.667
484.5,1327.6875,0.3158,0.1237,-0.0562,rep_00406,rep_00406_p0,7,0.779
558.0,945.5,0.1891,0.1075,-0.0036,rep_00409,rep_00409_p0,0,0.0
502.0,1005.5,0.2161,0.1196,-0.1036,rep_00409,rep_00409_p0,1,0.117
462.5,545.1875,0.2746,0.1298,-0.1741,rep_00409,rep_00409_p0,2,0.233
502.0,408.5,0.2908,0.1193,-0.1036,rep_00409,rep_00409_p0,3,0.35
491.0,1126.75,0.3177,0.1221,-0.1232,rep_00409,rep_00409_p0,4,0.467
505.5,330.6875,0.3531,0.1188,-0.0973,rep_00409,rep_00409_p0,5,0.583
556.0,266.0,0.259,0.1079,-0.0071,rep_00409,rep_00409_p0,6,0.7
547.0,373.25,0.2358,0.1095,-0.0232,rep_00409,rep_00409_p0,7,0.816
476.0,686.0,0.1765,0.1259,-0.0007,rep_00409,rep_00409_p1,0,0.0
467.5,119.1875,0.2021,0.1283,-0.0185,rep_00409,rep_00409_p1,1,0.117
449.0,112.25,0.2751,0.1331,-0.0574,rep_00409,rep_00409_p1,2,0.233
473.5,1333.6875,0.302,0.1267,-0.0059,rep_00409,rep_00409_p1,3,0.35
410.0,497.5,0.2744,0.146,-0.1393,rep_00409,rep_00409_p1,4,0.467
499.5,389.6875,0.2873,0.1197,0.0486,rep_00409,rep_00409_p1,5,0.583
460.0,206.0,0.2804,0.1305,-0.0343,rep_00409,rep_00409_p1,6,0.7
581.5,1202.6875,0.2382,0.103,0.2208,rep_00409,rep_00409_p1,7,0.816
396.5,163.6875,0.1816,0.1515,-0.0361,rep_00411,rep_00411_p0,0,0.0
413.5,275.1875,0.3241,0.1452,0.0053,rep_00411,rep_00411_p0,1,0.132
550.5,978.1875,0.2625,0.1088,0.3383,rep_00411,rep_00411_p0,2,0.264
564.0,2167.5,0.3502,0.1064,0.3712,rep_00411,rep_00411_p0,3,0.396
520.5,1449.6875,0.3324,0.1152,0.2654,rep_00411,rep_00411_p0,4,0.528
533.5,126.6875,0.328,0.1123,0.297,rep_00411,rep_00411_p0,5,0.66
561.5,1536.6875,0.26,0.1067,0.3651,rep_00411,rep_00411_p0,6,0.792
498.0,105.5,0.3072,0.1203,-0.006,rep_00411,rep_00411_p1,0,0.0
513.0,36.25,0.2427,0.1166,0.024,rep_00411,rep_00411_p1,1,0.132
476.5,14.1875,0.2204,0.126,-0.0489,rep_00411,rep_00411_p1,2,0.264
502.5,213.6875,0.2299,0.1193,0.003,rep_00411,rep_00411_p1,3,0.396
442.5,148.6875,0.1593,0.1353,-0.1168,rep_00411,rep_00411_p1,4,0.528
469.0,376.25,0.2793,0.1279,-0.0639,rep_00411,rep_00411_p1,5,0.66
460.5,139.1875,0.2096,0.13,-0.0808,rep_00411,rep_00411_p1,6,0.792
504.0,38.0,0.1796,0.1191,0.0279,rep_00417,rep_00417_p0,0,0.0
474.5,476.1875,0.2592,0.1263,-0.0323,rep_00417,rep_00417_p0,1,0.113
512.0,1320.5,0.1953,0.1171,0.0442,rep_00417,rep_00417_p0,2,0.225
505.5,1518.6875,0.2364,0.1186,0.0309,rep_00417,rep_00417_p0,3,0.338
